source_id,source_implementation,model,revision,pool_manifest_sha256,method,reporting_role,qid,ordinal,category_id,category_name,citation_count,literal_extraction_decision,metric_decision,audit_flags,literal_citation_slice_included,included,exclusion_reason,k_chunks,found_citation_count,cited_article_hit,citation_recall,all_citations,citation_ndcg
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-9550df439b2e0d22847beb0bd8ed1b9a36ee31b699a6f8bc45a0440e28a9dded,110,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-9550df439b2e0d22847beb0bd8ed1b9a36ee31b699a6f8bc45a0440e28a9dded,110,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81c4f1393c3f960ba948b0d90775c1eebb478896084464be986d2816d97fdd30,111,264,Налог на прибыль,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,0.500000000000,false,0.193426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81c4f1393c3f960ba948b0d90775c1eebb478896084464be986d2816d97fdd30,111,264,Налог на прибыль,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,0.500000000000,false,0.193426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81c4f1393c3f960ba948b0d90775c1eebb478896084464be986d2816d97fdd30,111,264,Налог на прибыль,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,0.500000000000,false,0.193426403617
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-c4f672fb20e75fc5cd63dd3628f738304fd31bf75069795f36e15940b7967f13,112,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-c4f672fb20e75fc5cd63dd3628f738304fd31bf75069795f36e15940b7967f13,112,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-c4f672fb20e75fc5cd63dd3628f738304fd31bf75069795f36e15940b7967f13,112,265,НДС,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,113,267,УСН,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,10,1,true,0.500000000000,false,0.613147192765
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,113,267,УСН,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,20,1,true,0.500000000000,false,0.613147192765
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-161ec53e7179a89aa80878de76ba268c34f32072132dad6fc904fc465f87be23,113,267,УСН,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,50,1,true,0.500000000000,false,0.613147192765
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-3d4696375c1ea959de2633ce495cf69e7e75ceaaa76c63e05c5ee8aaa24509b6,114,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-3d4696375c1ea959de2633ce495cf69e7e75ceaaa76c63e05c5ee8aaa24509b6,114,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-3d4696375c1ea959de2633ce495cf69e7e75ceaaa76c63e05c5ee8aaa24509b6,114,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-960faea7071f33a703654e94acd82d2079eecfa6f825dd540328124746615d47,115,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-960faea7071f33a703654e94acd82d2079eecfa6f825dd540328124746615d47,115,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-960faea7071f33a703654e94acd82d2079eecfa6f825dd540328124746615d47,115,705,Налоговый контроль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.630929753571
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-73a1925d285cd82193616283ad66b875b3d511e0dc200e49f609cbf5345592b6,116,263,НДФЛ,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-73a1925d285cd82193616283ad66b875b3d511e0dc200e49f609cbf5345592b6,116,263,НДФЛ,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-73a1925d285cd82193616283ad66b875b3d511e0dc200e49f609cbf5345592b6,116,263,НДФЛ,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-7314950b031106b65f6425b2d07883fbe74536d49731154b0181bd20ed892cb3,117,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.333333333333
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-7314950b031106b65f6425b2d07883fbe74536d49731154b0181bd20ed892cb3,117,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.333333333333
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-7314950b031106b65f6425b2d07883fbe74536d49731154b0181bd20ed892cb3,117,704,Трансфертное ценообразование,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.333333333333
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-62db773a128de3d444fd360878ad367102cf4b6e815683c109f2223fa44cf820,118,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-62db773a128de3d444fd360878ad367102cf4b6e815683c109f2223fa44cf820,118,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-62db773a128de3d444fd360878ad367102cf4b6e815683c109f2223fa44cf820,118,911,Налог на профессиональный доход,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2f3095ec578e81825fddcefc67bd94a73577af9736e5923ab76e621920200c0e,119,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,0,false,0.000000000000,false,0.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2f3095ec578e81825fddcefc67bd94a73577af9736e5923ab76e621920200c0e,119,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.270238154427
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2f3095ec578e81825fddcefc67bd94a73577af9736e5923ab76e621920200c0e,119,246,Урегулирование задолженности,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.270238154427
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81186e75b84cceb18c7d67a3e6026bcdff6506cfdb3024c8929a2d7d45770a67,120,1028,Единый налоговый счет,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,10,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81186e75b84cceb18c7d67a3e6026bcdff6506cfdb3024c8929a2d7d45770a67,120,1028,Единый налоговый счет,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,20,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-81186e75b84cceb18c7d67a3e6026bcdff6506cfdb3024c8929a2d7d45770a67,120,1028,Единый налоговый счет,0,no_explicit_citation,no_explicit_citation,,false,false,no_explicit_citation,50,,,,,
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36a5c8268bd287c629af70ece01e3ec43af604051edddf3609f83a81f8c76569,121,746,Патентная система,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36a5c8268bd287c629af70ece01e3ec43af604051edddf3609f83a81f8c76569,121,746,Патентная система,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36a5c8268bd287c629af70ece01e3ec43af604051edddf3609f83a81f8c76569,121,746,Патентная система,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.500000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,122,882,Страховые взносы,1,accepted_literal_citation_extraction,provisionally_excluded_source_typo_pending_expert_validation,preliminary_source_typo,true,false,provisionally_excluded_source_typo_pending_expert_validation,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,122,882,Страховые взносы,1,accepted_literal_citation_extraction,provisionally_excluded_source_typo_pending_expert_validation,preliminary_source_typo,true,false,provisionally_excluded_source_typo_pending_expert_validation,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-13701c9aba4718cd90373412a459cf28663abe7d35625e5c8a9edec08ac66fe5,122,882,Страховые взносы,1,accepted_literal_citation_extraction,provisionally_excluded_source_typo_pending_expert_validation,preliminary_source_typo,true,false,provisionally_excluded_source_typo_pending_expert_validation,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36881af0476541af6ed2db3c9f35c03137da6aa9c4a0f186ead015c7e92451e2,123,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36881af0476541af6ed2db3c9f35c03137da6aa9c4a0f186ead015c7e92451e2,123,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-36881af0476541af6ed2db3c9f35c03137da6aa9c4a0f186ead015c7e92451e2,123,268,Акцизы,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-30992d1db31f457c05b44039827b92528753e0ac905121f7f8c4edbd021d066b,124,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-30992d1db31f457c05b44039827b92528753e0ac905121f7f8c4edbd021d066b,124,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-30992d1db31f457c05b44039827b92528753e0ac905121f7f8c4edbd021d066b,124,270,ЕСХН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e8eec2cf0946d95de22427361d405e74fb34affabee789032920842d7ee282ba,125,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,0,false,0.000000000000,false,0.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e8eec2cf0946d95de22427361d405e74fb34affabee789032920842d7ee282ba,125,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.270238154427
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e8eec2cf0946d95de22427361d405e74fb34affabee789032920842d7ee282ba,125,264,Налог на прибыль,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.270238154427
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d428aab9a08df165b728a3f5d62c5d414b67ff33abba4d7709fc435eadad41a3,126,265,НДС,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,10,1,true,0.500000000000,false,0.613147192765
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d428aab9a08df165b728a3f5d62c5d414b67ff33abba4d7709fc435eadad41a3,126,265,НДС,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,20,2,true,1.000000000000,true,0.784180276833
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-d428aab9a08df165b728a3f5d62c5d414b67ff33abba4d7709fc435eadad41a3,126,265,НДС,2,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,partial_scope,true,true,,50,2,true,1.000000000000,true,0.784180276833
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,127,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,127,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-2c7fb305d2f0eb0525169e9bc5d223933f986eb6a8a810dc5009f195900498f4,127,267,УСН,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,1.000000000000
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-861c4c877d385a767b3eb60b13350bab691d6e22d0033a46b37a53c474e1eef9,128,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,0.301029995664
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-861c4c877d385a767b3eb60b13350bab691d6e22d0033a46b37a53c474e1eef9,128,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,1,true,1.000000000000,true,0.301029995664
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-861c4c877d385a767b3eb60b13350bab691d6e22d0033a46b37a53c474e1eef9,128,259,Налог на имущество,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,1,true,1.000000000000,true,0.301029995664
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-f329019dc53c461e8a583607d8847841a05337e9aef6aae80e38818fa65b3293,129,705,Налоговый контроль,3,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,3,true,1.000000000000,true,0.921786878996
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-f329019dc53c461e8a583607d8847841a05337e9aef6aae80e38818fa65b3293,129,705,Налоговый контроль,3,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,20,3,true,1.000000000000,true,0.921786878996
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-f329019dc53c461e8a583607d8847841a05337e9aef6aae80e38818fa65b3293,129,705,Налоговый контроль,3,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,50,3,true,1.000000000000,true,0.921786878996
berta,embedding,sergeyzh/BERTA,914c8c8aed14042ed890fc2c662d5e9e66b2faa7,624bf7d5d8e5cc7d5bd4cd590ce5da41157051eaae95b8c1bf5e4c8f09558fdc,bm25,branch_diagnostic,fns-e274bca10cfd6f47e3dcd819510a1e20c4f1f9d79913ed7e2d700ab49c886316,130,263,НДФЛ,1,accepted_literal_citation_extraction,eligible_preliminary_filtered_citation_coverage,,true,true,,10,1,true,1.000000000000,true,1.000000000000
